PAIRS: 11130
VAN:   Max Speed=40km/h
BIKE:  Max Speed=20km/h
---------------------------------------------

NA			 NB			  VAN(s)      BIKE(s)
02035 		 02083 		  166 		  166
02035 		 02087 		  90 		  90
02035 		 02094 		  143 		  143
02035 		 02098 		  162 		  162
02035 		 02104 		  214 		  214
02035 		 02114 		  88 		  88
02035 		 02117 		  92 		  92
02035 		 02127 		  110 		  110
02035 		 02135 		  140 		  140
02035 		 02137 		  117 		  117
02035 		 02143 		  158 		  158
02035 		 02152 		  152 		  152
02035 		 02157 		  196 		  196
02035 		 02160 		  187 		  187
02035 		 02178 		  168 		  168
02035 		 02182 		  204 		  204
02035 		 02193 		  230 		  230
02035 		 02195 		  231 		  231
02035 		 02205 		  229 		  229
02035 		 02212 		  242 		  242
02035 		 02216 		  268 		  268
02035 		 02223 		  253 		  253
02035 		 02234 		  284 		  284
02035 		 02236 		  298 		  298
02035 		 02243 		  172 		  172
02035 		 02246 		  221 		  221
02035 		 02251 		  202 		  202
02035 		 02258 		  224 		  224
02035 		 02262 		  334 		  334
02035 		 02263 		  287 		  287
02035 		 02264 		  251 		  251
02035 		 02279 		  281 		  281
02035 		 02282 		  341 		  341
02035 		 02283 		  298 		  298
02035 		 02294 		  406 		  406
02035 		 02296 		  191 		  191
02035 		 02303 		  206 		  206
02035 		 02305 		  229 		  229
02035 		 02311 		  244 		  244
02035 		 02312 		  265 		  265
02035 		 02317 		  261 		  261
02035 		 02320 		  241 		  241
02035 		 02324 		  259 		  259
02035 		 02325 		  266 		  266
02035 		 02328 		  343 		  343
02035 		 02332 		  292 		  292
02035 		 02342 		  269 		  269
02035 		 02347 		  299 		  299
02035 		 02348 		  334 		  334
02035 		 02373 		  356 		  356
02035 		 02375 		  371 		  371
02035 		 02376 		  321 		  321
02035 		 02380 		  314 		  314
02035 		 02383 		  335 		  335
02035 		 02394 		  380 		  380
02035 		 02403 		  435 		  435
02035 		 02432 		  417 		  417
02035 		 02453 		  449 		  449
02035 		 02466 		  565 		  565
02035 		 02472 		  394 		  394
02035 		 02476 		  406 		  406
02035 		 02490 		  469 		  469
02035 		 02494 		  487 		  487
02035 		 02505 		  511 		  511
02035 		 02511 		  479 		  479
02035 		 02513 		  496 		  496
02035 		 02530 		  599 		  599
02035 		 02539 		  319 		  319
02035 		 02540 		  325 		  325
02035 		 02542 		  351 		  351
02035 		 02551 		  354 		  354
02035 		 02560 		  396 		  396
02035 		 02563 		  414 		  414
02035 		 02566 		  319 		  319
02035 		 02590 		  350 		  350
02035 		 02593 		  358 		  358
02035 		 02597 		  239 		  239
02035 		 02610 		  259 		  259
02035 		 02615 		  159 		  159
02035 		 02620 		  337 		  337
02035 		 05066 		  150 		  150
02035 		 05108 		  183 		  183
02035 		 05294 		  597 		  597
02035 		 05295 		  179 		  179
02035 		 05296 		  199 		  199
02035 		 50541 		  301 		  301
02035 		 50547 		  212 		  212
02035 		 50548 		  51 		  51
02035 		 50569 		  120 		  120
02035 		 50583 		  380 		  380
02035 		 99991 		  560 		  560
02035 		 99992 		  296 		  296
02035 		 99993 		  3 		  3
02035 		 99994 		  268 		  268
02040 		 00001 		  1817 		  2174
02040 		 00002 		  267 		  267
02040 		 00754 		  445 		  445
02040 		 00770 		  510 		  510
02040 		 01098 		  419 		  419
02040 		 02016 		  68 		  68
02040 		 02027 		  171 		  171
02040 		 02032 		  219 		  219
02040 		 02035 		  68 		  68
02040 		 02062 		  54 		  57
02040 		 02079 		  42 		  42
02040 		 02083 		  74 		  74
02040 		 02087 		  42 		  42
02040 		 02094 		  79 		  79
02040 		 02098 		  108 		  108
02040 		 02104 		  170 		  170
02040 		 02114 		  106 		  106
02040 		 02117 		  120 		  121
02040 		 02127 		  90 		  90
02040 		 02135 		  159 		  159
02040 		 02137 		  140 		  140
02040 		 02143 		  177 		  177
02040 		 02152 		  174 		  174
02040 		 02157 		  212 		  212
02040 		 02160 		  202 		  202
02040 		 02178 		  149 		  149
02040 		 02182 		  159 		  159
02040 		 02193 		  187 		  187
02040 		 02195 		  210 		  210
02040 		 02205 		  205 		  205
02040 		 02212 		  222 		  222
02040 		 02216 		  249 		  249
02040 		 02223 		  209 		  209
02040 		 02234 		  254 		  254
02040 		 02236 		  267 		  267
02040 		 02243 		  195 		  195
02040 		 02246 		  256 		  256
02040 		 02251 		  225 		  225
02040 		 02258 		  246 		  246
02040 		 02262 		  403 		  403
02040 		 02263 		  355 		  355
02040 		 02264 		  273 		  273
02040 		 02279 		  300 		  300
02040 		 02282 		  327 		  327
02040 		 02283 		  316 		  316
02040 		 02294 		  369 		  369
02040 		 02296 		  213 		  213
02040 		 02303 		  225 		  225
02040 		 02305 		  248 		  248
02040 		 02311 		  262 		  262
02040 		 02312 		  249 		  249
02040 		 02317 		  280 		  280
02040 		 02320 		  260 		  260
02040 		 02324 		  278 		  278
02040 		 02325 		  286 		  286
02040 		 02328 		  362 		  362
02040 		 02332 		  310 		  310
02040 		 02342 		  247 		  247
02040 		 02347 		  276 		  276
02040 		 02348 		  291 		  291
02040 		 02373 		  337 		  337
02040 		 02375 		  352 		  352
02040 		 02376 		  340 		  340
02040 		 02380 		  332 		  332
02040 		 02383 		  354 		  354
02040 		 02394 		  397 		  397
02040 		 02403 		  453 		  453
02040 		 02432 		  487 		  487
02040 		 02453 		  466 		  466
02040 		 02466 		  541 		  541
02040 		 02472 		  412 		  412
02040 		 02476 		  425 		  425
02040 		 02490 		  487 		  487
02040 		 02494 		  505 		  505
02040 		 02505 		  528 		  528
02040 		 02511 		  497 		  497
02040 		 02513 		  514 		  514
02040 		 02530 		  557 		  557
02040 		 02539 		  288 		  288
02040 		 02540 		  294 		  294
02040 		 02542 		  304 		  304
02040 		 02551 		  335 		  335
02040 		 02560 		  377 		  377
02040 		 02563 		  394 		  394
02040 		 02566 		  297 		  297
02040 		 02590 		  328 		  328
02040 		 02593 		  336 		  336
02040 		 02597 		  257 		  257
02040 		 02610 		  278 		  278
02040 		 02615 		  179 		  179
02040 		 02620 		  317 		  317
02040 		 05066 		  219 		  219
02040 		 05108 		  302 		  302
02040 		 05294 		  563 		  563
02040 		 05295 		  247 		  247
02040 		 05296 		  267 		  267
02040 		 50541 		  231 		  231
02040 		 50547 		  141 		  141
02040 		 50548 		  118 		  118
02040 		 50569 		  189 		  189
02040 		 50583 		  396 		  396
02040 		 99991 		  577 		  577
02040 		 99992 		  365 		  365
02040 		 99993 		  66 		  66
02040 		 99994 		  247 		  247
02062 		 00001 		  1819 		  2190
02062 		 00002 		  274 		  274
02062 		 00754 		  450 		  450
02062 		 00770 		  506 		  506
02062 		 01098 		  350 		  350
02062 		 02016 		  76 		  82
02062 		 02027 		  117 		  117
02062 		 02032 		  164 		  164
02062 		 02035 		  30 		  31
02062 		 02040 		  54 		  57
02062 		 02079 		  93 		  93
02062 		 02083 		  151 		  151
02062 		 02087 		  77 		  77
02062 		 02094 		  105 		  105
02062 		 02098 		  123 		  123
02062 		 02104 		  178 		  178
02062 		 02114 		  53 		  53
02062 		 02117 		  68 		  69
02062 		 02127 		  70 		  70
02062 		 02135 		  105 		  105
02062 		 02137 		  86 		  86
02062 		 02143 		  124 		  124
02062 		 02152 		  121 		  121
02062 		 02157 		  158 		  158
02062 		 02160 		  149 		  149
02062 		 02178 		  131 		  131
02062 		 02182 		  167 		  167
02062 		 02193 		  195 		  195
02062 		 02195 		  195 		  195
02062 		 02205 		  187 		  187
02062 		 02212 		  205 		  205
02062 		 02216 		  232 		  232
02062 		 02223 		  217 		  217
02062 		 02234 		  248 		  248
02062 		 02236 		  261 		  261
02062 		 02243 		  140 		  140
02062 		 02246 		  201 		  201
02062 		 02251 		  170 		  170
02062 		 02258 		  192 		  192
02062 		 02262 		  343 		  343
02062 		 02263 		  296 		  296
02062 		 02264 		  219 		  219
02062 		 02279 		  247 		  247
02062 		 02282 		  274 		  274
02062 		 02283 		  263 		  263
02062 		 02294 		  316 		  316
02062 		 02296 		  159 		  159
02062 		 02303 		  171 		  171
02062 		 02305 		  194 		  194
02062 		 02311 		  209 		  209
02062 		 02312 		  231 		  231
02062 		 02317 		  226 		  226
02062 		 02320 		  207 		  207
02062 		 02324 		  224 		  224
02062 		 02325 		  232 		  232
02062 		 02328 		  309 		  309
02062 		 02332 		  257 		  257
02062 		 02342 		  228 		  228
02062 		 02347 		  258 		  258
02062 		 02348 		  298 		  298
02062 		 02373 		  319 		  319
02062 		 02375 		  334 		  334
02062 		 02376 		  287 		  287
02062 		 02380 		  278 		  278
02062 		 02383 		  300 		  300
02062 		 02394 		  344 		  344
02062 		 02403 		  399 		  399
02062 		 02432 		  426 		  426
02062 		 02453 		  413 		  413
02062 		 02466 		  488 		  488
02062 		 02472 		  359 		  359
02062 		 02476 		  372 		  372
02062 		 02490 		  434 		  434
02062 		 02494 		  451 		  451
02062 		 02505 		  475 		  475
02062 		 02511 		  444 		  444
02062 		 02513 		  461 		  461
02062 		 02530 		  504 		  504
02062 		 02539 		  283 		  283
02062 		 02540 		  289 		  289
02062 		 02542 		  314 		  314
02062 		 02551 		  318 		  318
02062 		 02560 		  359 		  359
02062 		 02563 		  377 		  377
02062 		 02566 		  279 		  279
02062 		 02590 		  310 		  310
02062 		 02593 		  318 		  318
02062 		 02597 		  204 		  204
02062 		 02610 		  224 		  224
02062 		 02615 		  125 		  125
02062 		 02620 		  300 		  300
02062 		 05066 		  158 		  158
02062 		 05108 		  186 		  186
02062 		 05294 		  559 		  559
02062 		 05295 		  189 		  189
02062 		 05296 		  209 		  209
02062 		 50541 		  265 		  265
02062 		 50547 		  175 		  175
02062 		 50548 		  97 		  97
02062 		 50569 		  126 		  126
02062 		 50583 		  401 		  401
02062 		 99991 		  524 		  524
02062 		 99992 		  305 		  305
02062 		 99993 		  32 		  32
02062 		 99994 		  231 		  231
02079 		 00001 		  1557 		  1860
02079 		 00002 		  198 		  198
02079 		 00754 		  279 		  279
02079 		 00770 		  471 		  471
02079 		 01098 		  492 		  492
02079 		 02016 		  46 		  46
02079 		 02027 		  210 		  210
02079 		 02032 		  259 		  259
02079 		 02035 		  103 		  103
02079 		 02040 		  42 		  42
02079 		 02062 		  93 		  93
02079 		 02083 		  37 		  37
02079 		 02087 		  29 		  29
02079 		 02094 		  64 		  64
02079 		 02098 		  97 		  97
02079 		 02104 		  132 		  132
02079 		 02114 		  145 		  145
02079 		 02117 		  159 		  159
02079 		 02127 		  79 		  79
02079 		 02135 		  114 		  114
02079 		 02137 		  179 		  179
02079 		 02143 		  158 		  158
02079 		 02152 		  134 		  134
02079 		 02157 		  200 		  200
02079 		 02160 		  169 		  169
02079 		 02178 		  145 		  145
02079 		 02182 		  121 		  121
02079 		 02193 		  148 		  148
02079 		 02195 		  172 		  172
02079 		 02205 		  197 		  197
02079 		 02212 		  218 		  218
02079 		 02216 		  244 		  244
02079 		 02223 		  171 		  171
02079 		 02234 		  215 		  215
02079 		 02236 		  229 		  229
02079 		 02243 		  234 		  234
02079 		 02246 		  296 		  296
02079 		 02251 		  264 		  264
02079 		 02258 		  286 		  286
02079 		 02262 		  472 		  472
02079 		 02263 		  327 		  327
02079 		 02264 		  313 		  313
02079 		 02279 		  283 		  283
02079 		 02282 		  311 		  311
02079 		 02283 		  301 		  301
02079 		 02294 		  354 		  354
02079 		 02296 		  253 		  253
02079 		 02303 		  207 		  207
02079 		 02305 		  230 		  230
02079 		 02311 		  202 		  202
02079 		 02312 		  242 		  242
02079 		 02317 		  261 		  261
02079 		 02320 		  242 		  242
02079 		 02324 		  278 		  278
02079 		 02325 		  266 		  266
02079 		 02328 		  390 		  390
02079 		 02332 		  248 		  248
02079 		 02342 		  240 		  240
02079 		 02347 		  269 		  269
02079 		 02348 		  253 		  253
02079 		 02373 		  333 		  333
02079 		 02375 		  348 		  348
02079 		 02376 		  367 		  367
02079 		 02380 		  270 		  270
02079 		 02383 		  303 		  303
02079 		 02394 		  334 		  334
02079 		 02403 		  390 		  390
02079 		 02432 		  408 		  408
02079 		 02453 		  452 		  452
02079 		 02466 		  526 		  526
02079 		 02472 		  397 		  397
02079 		 02476 		  382 		  382
02079 		 02490 		  453 		  453
02079 		 02494 		  442 		  442
02079 		 02505 		  465 		  465
02079 		 02511 		  482 		  482
02079 		 02513 		  499 		  499
02079 		 02530 		  587 		  587
02079 		 02539 		  250 		  250
02079 		 02540 		  256 		  256
02079 		 02542 		  265 		  265
02079 		 02551 		  306 		  306
02079 		 02560 		  373 		  373
02079 		 02563 		  390 		  390
02079 		 02566 		  289 		  289
02079 		 02590 		  320 		  320
02079 		 02593 		  328 		  328
02079 		 02597 		  271 		  271
02079 		 02610 		  259 		  259
02079 		 02615 		  160 		  160
02079 		 02620 		  313 		  313
02079 		 05066 		  285 		  285
02079 		 05108 		  314 		  314
02079 		 05294 		  524 		  524
02079 		 05295 		  315 		  315
02079 		 05296 		  335 		  335
02079 		 50541 		  192 		  192
02079 		 50547 		  103 		  103
02079 		 50548 		  131 		  131
02079 		 50569 		  223 		  223
02079 		 50583 		  222 		  222
02079 		 99991 		  515 		  515
02079 		 99992 		  433 		  433
02079 		 99993 		  106 		  106
02079 		 99994 		  209 		  209
02083 		 00001 		  1533 		  1833
02083 		 00002 		  167 		  167
02083 		 00754 		  249 		  249
02083 		 00770 		  439 		  439
02083 		 01098 		  529 		  529
02083 		 02016 		  81 		  81
02083 		 02027 		  251 		  251
02083 		 02032 		  301 		  301
02083 		 02035 		  166 		  166
02083 		 02040 		  74 		  74
02083 		 02062 		  151 		  151
02083 		 02079 		  37 		  37
02083 		 02087 		  62 		  62
02083 		 02094 		  72 		  72
02083 		 02098 		  64 		  64
02083 		 02104 		  101 		  101
02083 		 02114 		  188 		  188
02083 		 02117 		  199 		  199
02083 		 02127 		  87 		  87
02083 		 02135 		  122 		  122
02083 		 02137 		  221 		  221
02083 		 02143 		  192 		  192
02083 		 02152 		  168 		  168
02083 		 02157 		  168 		  168
02083 		 02160 		  216 		  216
02083 		 02178 		  112 		  112
02083 		 02182 		  90 		  90
02083 		 02193 		  118 		  118
02083 		 02195 		  141 		  141
02083 		 02205 		  166 		  166
02083 		 02212 		  186 		  186
02083 		 02216 		  212 		  212
02083 		 02223 		  140 		  140
02083 		 02234 		  185 		  185
02083 		 02236 		  198 		  198
02083 		 02243 		  276 		  276
02083 		 02246 		  391 		  391
02083 		 02251 		  291 		  291
02083 		 02258 		  298 		  298
02083 		 02262 		  508 		  508
02083 		 02263 		  458 		  458
02083 		 02264 		  341 		  341
02083 		 02279 		  316 		  316
02083 		 02282 		  344 		  344
02083 		 02283 		  334 		  334
02083 		 02294 		  401 		  401
02083 		 02296 		  280 		  280
02083 		 02303 		  241 		  241
02083 		 02305 		  251 		  251
02083 		 02311 		  172 		  172
02083 		 02312 		  211 		  211
02083 		 02317 		  295 		  295
02083 		 02320 		  276 		  276
02083 		 02324 		  247 		  247
02083 		 02325 		  374 		  374
02083 		 02328 		  359 		  359
02083 		 02332 		  218 		  218
02083 		 02342 		  208 		  208
02083 		 02347 		  237 		  237
02083 		 02348 		  223 		  223
02083 		 02373 		  301 		  301
02083 		 02375 		  316 		  316
02083 		 02376 		  336 		  336
02083 		 02380 		  239 		  239
02083 		 02383 		  272 		  272
02083 		 02394 		  303 		  303
02083 		 02403 		  360 		  360
02083 		 02432 		  437 		  437
02083 		 02453 		  456 		  456
02083 		 02466 		  530 		  530
02083 		 02472 		  366 		  366
02083 		 02476 		  351 		  351
02083 		 02490 		  422 		  422
02083 		 02494 		  411 		  411
02083 		 02505 		  434 		  434
02083 		 02511 		  487 		  487
02083 		 02513 		  503 		  503
02083 		 02530 		  557 		  557
02083 		 02539 		  220 		  220
02083 		 02540 		  225 		  225
02083 		 02542 		  235 		  235
02083 		 02551 		  276 		  276
02083 		 02560 		  341 		  341
02083 		 02563 		  358 		  358
02083 		 02566 		  258 		  258
02083 		 02590 		  289 		  289
02083 		 02593 		  297 		  297
02083 		 02597 		  241 		  241
02083 		 02610 		  293 		  293
02083 		 02615 		  193 		  193
02083 		 02620 		  281 		  281
02083 		 05066 		  320 		  320
02083 		 05108 		  352 		  352
02083 		 05294 		  493 		  493
02083 		 05295 		  350 		  350
02083 		 05296 		  369 		  369
02083 		 50541 		  162 		  162
02083 		 50547 		  71 		  71
02083 		 50548 		  168 		  168
02083 		 50569 		  259 		  259
02083 		 50583 		  192 		  192
02083 		 99991 		  484 		  484
02083 		 99992 		  468 		  468
02083 		 99993 		  160 		  160
02083 		 99994 		  177 		  177
02087 		 00001 		  1562 		  1848
02087 		 00002 		  223 		  223
02087 		 00754 		  305 		  305
02087 		 00770 		  472 		  472
02087 		 01098 		  427 		  427
02087 		 02016 		  71 		  71
02087 		 02027 		  192 		  192
02087 		 02032 		  241 		  241
02087 		 02035 		  90 		  90
02087 		 02040 		  42 		  42
02087 		 02062 		  77 		  77
02087 		 02079 		  29 		  29
02087 		 02083 		  62 		  62
02087 		 02094 		  38 		  38
02087 		 02098 		  67 		  67
02087 		 02104 		  157 		  157
02087 		 02114 		  129 		  129
02087 		 02117 		  142 		  142
02087 		 02127 		  51 		  51
02087 		 02135 		  86 		  86
02087 		 02137 		  162 		  162
02087 		 02143 		  133 		  133
02087 		 02152 		  109 		  109
02087 		 02157 		  168 		  168
02087 		 02160 		  143 		  143
02087 		 02178 		  110 		  110
02087 		 02182 		  146 		  146
02087 		 02193 		  173 		  173
02087 		 02195 		  160 		  160
02087 		 02205 		  166 		  166
02087 		 02212 		  183 		  183
02087 		 02216 		  210 		  210
02087 		 02223 		  196 		  196
02087 		 02234 		  241 		  241
02087 		 02236 		  254 		  254
02087 		 02243 		  217 		  217
02087 		 02246 		  262 		  262
02087 		 02251 		  231 		  231
02087 		 02258 		  238 		  238
02087 		 02262 		  411 		  411
